CMDLINE /home/shiftpub/miniconda3/envs/amm-env/bin/python3.9 inf_step_exp/dp_approach/full_vec_grid.py
MEM 13130.476562 1750256426.2252
MEM 13794.476562 1750256426.3256
MEM 14476.304688 1750256426.4259
MEM 15256.304688 1750256426.5263
MEM 16034.304688 1750256426.6267
MEM 16814.304688 1750256426.7271
MEM 17596.304688 1750256426.8274
MEM 18374.304688 1750256426.9278
MEM 19154.304688 1750256427.0282
MEM 19936.304688 1750256427.1285
MEM 20714.304688 1750256427.2289
MEM 21494.304688 1750256427.3293
MEM 22274.304688 1750256427.4297
MEM 23052.304688 1750256427.5300
MEM 23828.304688 1750256427.6304
MEM 24608.304688 1750256427.7307
MEM 25390.304688 1750256427.8311
MEM 26172.304688 1750256427.9316
MEM 26952.304688 1750256428.0319
MEM 27728.304688 1750256428.1323
MEM 14364.921875 1750256428.2327
MEM 14372.921875 1750256428.3329
MEM 14378.921875 1750256428.4332
MEM 14386.921875 1750256428.5334
MEM 14394.921875 1750256428.6337
MEM 14400.921875 1750256428.7340
MEM 674.230469 1750256428.8342
MEM 674.035156 1750256428.9346
MEM 667.785156 1750256429.0349
MEM 649.785156 1750256429.1352
MEM 673.785156 1750256429.2354
MEM 674.035156 1750256429.3356
MEM 674.035156 1750256429.4359
MEM 637.785156 1750256429.5360
MEM 649.785156 1750256429.6362
MEM 663.785156 1750256429.7365
MEM 674.035156 1750256429.8367
MEM 674.035156 1750256429.9371
MEM 671.785156 1750256430.0375
MEM 671.785156 1750256430.1379
MEM 651.785156 1750256430.2382
MEM 633.785156 1750256430.3385
MEM 637.835938 1750256430.4388
MEM 669.085938 1750256430.5391
MEM 1270.753906 1750256430.6395
MEM 1940.753906 1750256430.7398
MEM 2610.753906 1750256430.8401
MEM 3280.753906 1750256430.9405
MEM 3950.753906 1750256431.0408
MEM 4620.753906 1750256431.1412
MEM 5288.753906 1750256431.2415
MEM 5958.753906 1750256431.3419
MEM 6616.753906 1750256431.4421
MEM 7286.753906 1750256431.5425
MEM 7954.753906 1750256431.6428
MEM 8626.753906 1750256431.7432
MEM 9294.753906 1750256431.8435
MEM 9964.753906 1750256431.9438
MEM 10632.753906 1750256432.0442
MEM 11302.753906 1750256432.1446
MEM 11972.753906 1750256432.2449
MEM 12640.753906 1750256432.3451
MEM 13302.753906 1750256432.4454
MEM 13968.753906 1750256432.5457
MEM 14684.582031 1750256432.6461
MEM 15464.582031 1750256432.7465
MEM 16246.582031 1750256432.8468
MEM 17026.582031 1750256432.9471
MEM 17806.582031 1750256433.0475
MEM 18584.582031 1750256433.1478
MEM 19362.582031 1750256433.2482
MEM 20140.582031 1750256433.3486
MEM 20918.582031 1750256433.4489
MEM 21696.582031 1750256433.5493
MEM 22476.582031 1750256433.6496
MEM 23258.582031 1750256433.7500
MEM 24040.582031 1750256433.8504
MEM 24820.582031 1750256433.9507
MEM 25602.582031 1750256434.0511
MEM 26382.582031 1750256434.1515
MEM 27162.582031 1750256434.2518
MEM 27940.582031 1750256434.3522
MEM 14361.421875 1750256434.4525
MEM 14367.421875 1750256434.5527
MEM 14375.421875 1750256434.6529
MEM 14383.421875 1750256434.7531
MEM 14389.421875 1750256434.8533
MEM 14397.421875 1750256434.9535
MEM 668.285156 1750256435.0537
MEM 668.285156 1750256435.1540
MEM 668.285156 1750256435.2542
MEM 622.953125 1750256435.3545
MEM 654.285156 1750256435.4547
MEM 668.285156 1750256435.5550
MEM 668.285156 1750256435.6554
MEM 664.285156 1750256435.7557
MEM 668.285156 1750256435.8560
MEM 622.953125 1750256435.9564
MEM 624.203125 1750256436.0567
MEM 630.285156 1750256436.1569
MEM 630.285156 1750256436.2571
MEM 634.285156 1750256436.3575
MEM 668.285156 1750256436.4577
MEM 668.285156 1750256436.5579
MEM 695.085938 1750256436.6583
MEM 762.699219 1750256436.7586
MEM 1432.699219 1750256436.8590
MEM 2100.699219 1750256436.9592
MEM 2772.699219 1750256437.0596
MEM 3440.699219 1750256437.1599
MEM 4110.699219 1750256437.2602
MEM 4780.699219 1750256437.3606
MEM 5444.699219 1750256437.4608
MEM 6112.699219 1750256437.5612
MEM 6776.699219 1750256437.6616
MEM 7448.699219 1750256437.7619
MEM 8118.699219 1750256437.8622
MEM 8788.699219 1750256437.9626
MEM 9458.699219 1750256438.0629
MEM 10126.699219 1750256438.1632
MEM 10796.699219 1750256438.2635
MEM 11466.699219 1750256438.3639
MEM 12136.699219 1750256438.4642
MEM 12804.699219 1750256438.5646
MEM 13464.699219 1750256438.6649
MEM 14134.699219 1750256438.7653
MEM 14872.527344 1750256438.8656
MEM 15654.527344 1750256438.9660
MEM 16432.527344 1750256439.0663
MEM 17214.527344 1750256439.1667
MEM 17994.527344 1750256439.2671
MEM 18776.527344 1750256439.3674
MEM 19554.527344 1750256439.4678
MEM 20326.527344 1750256439.5680
MEM 21090.527344 1750256439.6684
MEM 21860.527344 1750256439.7687
MEM 22640.527344 1750256439.8691
MEM 23418.527344 1750256439.9694
MEM 24198.527344 1750256440.0698
MEM 24978.527344 1750256440.1701
MEM 25758.527344 1750256440.2705
MEM 26540.527344 1750256440.3708
MEM 27318.527344 1750256440.4712
MEM 27452.035156 1750256440.5715
MEM 14368.476562 1750256440.6718
MEM 14376.476562 1750256440.7721
MEM 14382.476562 1750256440.8723
MEM 14390.476562 1750256440.9726
MEM 14398.476562 1750256441.0728
MEM 14406.476562 1750256441.1731
MEM 664.230469 1750256441.2734
MEM 658.230469 1750256441.3738
MEM 642.230469 1750256441.4741
MEM 674.230469 1750256441.5744
MEM 674.230469 1750256441.6747
MEM 674.230469 1750256441.7751
MEM 662.230469 1750256441.8754
MEM 674.230469 1750256441.9756
MEM 636.230469 1750256442.0759
MEM 634.230469 1750256442.1761
MEM 654.230469 1750256442.2764
MEM 628.453125 1750256442.3766
MEM 674.230469 1750256442.4768
MEM 654.230469 1750256442.5772
MEM 656.230469 1750256442.6774
MEM 674.230469 1750256442.7778
MEM 653.785156 1750256442.8781
MEM 703.835938 1750256442.9785
MEM 1102.476562 1750256443.0788
MEM 1772.476562 1750256443.1791
MEM 2442.476562 1750256443.2795
MEM 3112.476562 1750256443.3798
MEM 3782.476562 1750256443.4802
MEM 4450.476562 1750256443.5805
MEM 5118.476562 1750256443.6809
MEM 5786.476562 1750256443.7812
MEM 6448.476562 1750256443.8816
MEM 7112.476562 1750256443.9819
MEM 7782.476562 1750256444.0823
MEM 8452.476562 1750256444.1826
MEM 9118.476562 1750256444.2830
MEM 9776.476562 1750256444.3832
MEM 10442.476562 1750256444.4836
MEM 11112.476562 1750256444.5839
MEM 11772.476562 1750256444.6841
MEM 12436.476562 1750256444.7845
MEM 13100.476562 1750256444.8848
MEM 13766.476562 1750256444.9852
MEM 14436.304688 1750256445.0855
MEM 15216.304688 1750256445.1859
MEM 15992.304688 1750256445.2863
MEM 16772.304688 1750256445.3866
MEM 17552.304688 1750256445.4870
MEM 18332.304688 1750256445.5873
MEM 19112.304688 1750256445.6877
